driver_id,name,email,phone,registration_date,vehicle_type,license_plate,city,rating,is_active
DRV000525,Paul Thomas,paul.thomas@gmail.com,+1-408-227-4428,2026-01-11,Economy,3QLQ908,Chinatown,3.14,True
DRV000526,Nicole Campos,ncampos@outlook.com,+1-415-319-3721,2025-12-27,Economy,TLM1321,Palo Alto,3.91,True
DRV000527,Gary Knight,gary.k@outlook.com,+1-415-541-1129,2025-10-31,SUV,7ZWT710,Berkeley,4.7,True
DRV000528,Justin Flores,jflores@outlook.com,+1-209-437-1994,2025-06-08,Sedan,KIB7834,Mountain View,4.24,True
DRV000529,Christian Cardenas,christian92@outlook.com,+1-831-221-3643,2024-09-24,SUV,4MLN701,Mountain View,3.65,True
DRV000530,Bryan Tanner,bryantanner@hotmail.com,+1-831-626-6902,2026-03-03,Luxury,UVQ5627,Berkeley,3.98,True
DRV000531,Alan Hobbs,alanhobbs@yahoo.com,+1-650-820-9063,2026-04-25,SUV,7YMG670,Downtown SF,4.62,False
DRV000532,Carolyn Lindsey,carolynlindsey@yahoo.com,+1-415-265-6533,2025-10-19,Sedan,4DFG448,San Jose,4.68,True
DRV000533,Barbara Barron,barbarabarron@aol.com,+1-510-923-1826,2023-06-05,Sedan,LLV2817,Mission District,3.96,True
DRV000534,Billy Coleman,billy.coleman@icloud.com,+1-510-371-2934,2025-05-27,Sedan,XEH8233,San Jose,4.26,True
DRV000535,Deborah Russell,deborah29@hotmail.com,+1-650-325-4307,2025-05-21,Luxury,7TAV585,Castro,4.56,True
DRV000536,Carol Hughes,carol44@aol.com,+1-831-569-5021,2026-03-15,SUV,9KFU523,Mountain View,4.31,True
DRV000537,Judith Villarreal,judith97@gmail.com,+1-209-349-1162,2024-07-19,Economy,NBI7580,San Jose,4.04,True
DRV000538,Jessica Hancock,jessicahancock@icloud.com,+1-415-846-9516,2026-02-18,Sedan,KXS5986,Berkeley,4.34,True
DRV000539,Raymond Rodriguez,raymond.r@icloud.com,+1-650-917-7618,2025-10-11,Sedan,4XQQ552,Berkeley,4.6,True
DRV000540,Albert Hensley,albert35@gmail.com,+1-415-750-6480,2025-05-06,Sedan,3NOF623,Chinatown,4.62,True
DRV000541,Debra Bentley,debra.bentley@gmail.com,+1-925-447-5979,2025-07-11,Sedan,ZCB7110,Pacific Heights,3.01,True
DRV000542,Alexander Herrera,alexander.herrera@outlook.com,+1-925-786-1085,2026-03-04,SUV,4UZO742,Oakland,4.61,True
DRV000543,Jordan Nunez,jordan54@hotmail.com,+1-650-931-7187,2026-04-20,SUV,GIP6919,North Beach,4.65,True
DRV000544,Eugene Vincent,eugene.vincent@gmail.com,+1-415-635-3130,2025-08-03,Luxury,8CRK672,Chinatown,4.47,True
DRV000545,Shirley Blanchard,sblanchard@outlook.com,+1-209-949-7830,2025-12-31,Economy,DDS3119,Berkeley,3.91,True
DRV000546,Sara Wallace,sarawallace@outlook.com,+1-209-233-3569,2025-05-12,SUV,JYP7694,Mission District,3.48,True
DRV000547,Lawrence Mclaughlin,lawrence.m@yahoo.com,+1-510-580-5995,2026-03-22,Van,HMU3328,San Jose,3.22,True
DRV000548,Richard Bass,richardbass@yahoo.com,+1-209-202-3004,2025-10-26,Sedan,BBM6074,Financial District,4.0,True
DRV000549,Gregory Oconnor,gregory.o@yahoo.com,+1-650-716-8551,2025-11-29,Sedan,RDS2463,San Jose,4.32,True
DRV000550,Danielle Contreras,daniellecontreras@outlook.com,+1-707-753-1750,2026-03-01,Luxury,XTQ3713,Berkeley,4.65,True
DRV000551,Rose Jefferson,rose.jefferson@aol.com,+1-510-397-9877,2025-07-17,Sedan,BOE8796,Chinatown,3.77,False
DRV000552,Donald Holloway,donaldholloway@gmail.com,+1-925-410-5018,2026-03-27,Economy,VPC9741,Financial District,4.14,True
DRV000553,Jesse Carter,jesse.carter@hotmail.com,+1-831-384-7798,2026-03-07,Sedan,9IGC201,Chinatown,3.94,True
DRV000554,Andrew Stephens,andrew.stephens@yahoo.com,+1-925-617-3772,2026-04-01,SUV,6ESH201,Castro,4.51,True
DRV000555,Samuel Paul,samuel.paul@gmail.com,+1-408-445-4874,2026-04-23,Sedan,9KCB575,Chinatown,3.89,True
DRV000556,Andrea Young,andreayoung@gmail.com,+1-925-767-2663,2026-01-07,Economy,9QDO556,Mission District,4.47,True
DRV000557,Keith Cunningham,keith28@icloud.com,+1-650-451-9806,2025-08-09,Sedan,YOB8612,Palo Alto,4.0,True
DRV000558,Abigail Black,abigail.black@outlook.com,+1-925-812-5110,2026-02-15,SUV,JJQ9361,Pacific Heights,4.34,True
DRV000559,Amy Herring,amy.herring@hotmail.com,+1-510-604-3014,2026-04-21,Sedan,SZW4454,Financial District,2.56,True
DRV000560,Samantha Mcguire,samantha91@aol.com,+1-209-479-5029,2026-04-26,SUV,IFY6381,Downtown SF,3.98,False
DRV000561,Paul Nash,paul.n@outlook.com,+1-415-209-3843,2026-03-27,Sedan,8TNU764,Oakland,3.5,True
DRV000562,Linda Huynh,linda.huynh@hotmail.com,+1-831-815-6864,2025-08-07,Sedan,1DJF109,Marina,3.58,True
DRV000563,Johnny Ballard,johnny97@yahoo.com,+1-510-828-5967,2026-04-18,Sedan,FZZ1602,Pacific Heights,3.67,True
DRV000564,Randy Chan,randy.chan@yahoo.com,+1-831-313-5544,2026-02-13,Sedan,MOR3875,Mission District,4.19,True
DRV000565,Philip Morgan,philip26@icloud.com,+1-408-735-5494,2025-11-11,Economy,1ZSN358,Oakland,4.6,True
DRV000566,Kyle Williams,kyle.williams@hotmail.com,+1-831-616-5489,2025-09-01,Sedan,9MJT838,Marina,3.81,True
DRV000567,Victoria Sellers,victoria67@gmail.com,+1-831-399-6483,2026-02-15,Sedan,1ZFR176,Mountain View,4.06,True
DRV000568,Kevin Cortez,kevin.cortez@aol.com,+1-510-228-8863,2024-12-23,Sedan,1PQI356,Marina,4.48,True
DRV000569,Kathleen Luna,kathleen16@icloud.com,+1-408-274-8184,2026-03-30,SUV,QPC1994,Mountain View,3.71,True
DRV000570,Benjamin Morgan,benjamin.morgan@outlook.com,+1-415-508-8075,2025-11-26,Luxury,1OHJ198,Financial District,4.73,True
DRV000571,Cynthia Mcmillan,cynthia.m@gmail.com,+1-209-593-8605,2025-04-07,Luxury,WQI1425,North Beach,4.16,True
DRV000572,Jesse Hawkins,jesse.hawkins@gmail.com,+1-510-807-4172,2026-03-23,Sedan,DNJ8887,Berkeley,3.27,True
DRV000573,Melissa Briggs,melissa.briggs@gmail.com,+1-650-519-8140,2025-09-04,SUV,QJP9866,San Jose,4.88,True
DRV000574,Ethan Jefferson,ethan87@hotmail.com,+1-707-208-9481,2026-01-18,Sedan,RBN1894,Haight-Ashbury,3.82,True
DRV000575,Stephanie Gamble,stephanie.gamble@hotmail.com,+1-408-883-8794,2025-09-05,Economy,ZPI6499,Financial District,4.19,True
DRV000576,Frank Hunt,fhunt@gmail.com,+1-209-424-1060,2025-03-15,Sedan,SMF8876,Berkeley,4.54,True
DRV000577,Frank Anthony,fanthony@yahoo.com,+1-415-571-1162,2026-01-08,Sedan,1ODL746,Financial District,3.55,False
DRV000578,Patrick Campbell,patrickcampbell@yahoo.com,+1-925-378-4587,2025-10-19,SUV,SIO3925,Marina,4.3,True
DRV000579,Shirley Bell,shirleybell@outlook.com,+1-510-546-4444,2024-12-15,Economy,4JJE639,San Jose,4.82,False
DRV000580,Christina Morgan,christinamorgan@yahoo.com,+1-408-396-9725,2026-04-21,Economy,6ILQ147,San Jose,3.76,True
DRV000581,Edward Foley,edwardfoley@hotmail.com,+1-408-254-5588,2025-11-26,Sedan,WZX4428,Berkeley,3.98,True
DRV000582,Ethan Collier,ethan.collier@yahoo.com,+1-831-969-9342,2026-02-08,Economy,9MIJ811,North Beach,4.88,True
DRV000583,Christian Gallegos,christian.g@outlook.com,+1-415-412-4596,2026-03-16,Sedan,LGF7963,Mountain View,3.59,True
DRV000584,Kenneth Randall,kenneth.r@gmail.com,+1-650-969-2376,2026-02-24,Luxury,9JPM736,Castro,4.42,True
DRV000585,Megan Woodard,megan62@outlook.com,+1-707-479-7264,2026-04-25,SUV,8GQJ184,Pacific Heights,4.18,False
DRV000586,Gloria Bradshaw,gloria.bradshaw@hotmail.com,+1-408-300-2942,2025-12-03,Economy,1OIR356,Pacific Heights,4.53,True
DRV000587,Howard Alvarado,howard.a@yahoo.com,+1-925-208-5906,2024-12-15,Economy,6UKK693,San Jose,3.88,True
DRV000588,Ethan Oconnor,ethanoconnor@outlook.com,+1-408-432-4438,2025-06-12,Economy,9POM933,North Beach,4.52,True
DRV000589,Nancy Sparks,nsparks@aol.com,+1-831-414-8187,2026-02-11,SUV,9ADW412,Berkeley,4.39,True
DRV000590,Willie Cochran,williecochran@outlook.com,+1-831-902-7608,2026-03-25,Sedan,RHP1527,Mountain View,4.37,True
DRV000591,Frank Ashley,frank.a@icloud.com,+1-831-590-4345,2025-04-15,SUV,BKM6387,Financial District,3.21,False
DRV000592,Brittany Owen,brittanyowen@gmail.com,+1-650-232-9005,2026-03-17,Luxury,4BZH338,Pacific Heights,4.19,True
DRV000593,Sarah Avila,sarah17@icloud.com,+1-415-375-6353,2026-01-28,Economy,KEC9789,Haight-Ashbury,4.67,True
DRV000594,Sarah Lang,sarahlang@yahoo.com,+1-925-642-8778,2025-06-21,Sedan,5PNR382,Marina,4.15,True
DRV000595,Andrew Parrish,aparrish@icloud.com,+1-408-738-6388,2026-02-04,Luxury,WLO2492,Pacific Heights,4.34,True
DRV000596,Kyle Summers,kyle99@outlook.com,+1-650-625-5081,2026-02-23,SUV,7LXE682,Mission District,4.53,True
DRV000597,Barbara Obrien,barbara30@aol.com,+1-925-882-2093,2026-02-13,Economy,SFM2986,Castro,4.42,True
DRV000598,Anthony Hurst,ahurst@outlook.com,+1-650-458-4397,2026-03-06,Van,MBS8567,Haight-Ashbury,3.64,True
DRV000599,Aaron Pierce,aaron.pierce@gmail.com,+1-925-317-3236,2026-04-07,Luxury,8MBO348,Berkeley,4.83,False
DRV000600,Emily Mcdowell,emilymcdowell@yahoo.com,+1-415-821-2646,2025-12-09,SUV,2NKC881,Downtown SF,4.51,True
DRV000601,Michelle Cline,michellecline@yahoo.com,+1-415-891-9721,2025-03-16,Sedan,1VVQ833,Oakland,3.33,False
DRV000602,Heather Wong,heather.wong@icloud.com,+1-415-249-7183,2026-03-14,Sedan,YJG2497,Downtown SF,4.39,True
DRV000603,Patricia Hogan,patricia.hogan@yahoo.com,+1-510-880-3750,2026-01-23,Sedan,BNV6286,Chinatown,4.87,True
DRV000604,Danielle Carroll,dcarroll@outlook.com,+1-510-437-4502,2025-11-24,Sedan,6EKI498,Marina,4.54,True
DRV000605,Thomas Lamb,thomas.l@hotmail.com,+1-415-268-4580,2026-01-29,Van,8ZCN970,Financial District,3.81,True
DRV000606,Matthew Crosby,mcrosby@aol.com,+1-650-540-3872,2025-03-04,Sedan,WIW8899,Mission District,4.08,True
DRV000607,Marilyn Rivas,mrivas@icloud.com,+1-408-715-1217,2025-07-10,Sedan,2ITT734,Mission District,4.2,True
DRV000608,Virginia Conway,virginiaconway@yahoo.com,+1-831-409-1621,2025-04-27,Sedan,8TIH759,San Jose,4.98,True
DRV000609,Teresa Mosley,teresa92@gmail.com,+1-408-950-6427,2026-01-30,SUV,4OXR354,San Jose,3.49,True
DRV000610,Vincent Willis,vwillis@icloud.com,+1-707-387-8247,2026-03-31,Sedan,BMY1853,Oakland,4.75,False
DRV000611,Timothy Ellis,timothyellis@icloud.com,+1-408-441-9313,2026-04-20,Sedan,8ISG280,Financial District,4.36,True
DRV000612,Pamela Finley,pamelafinley@hotmail.com,+1-209-281-6891,2026-03-07,Luxury,3MKP543,San Jose,4.73,True
DRV000613,Andrea Thompson,athompson@gmail.com,+1-925-809-9801,2026-03-12,Economy,3GML484,Chinatown,3.55,True
DRV000614,Christopher Wilkins,cwilkins@yahoo.com,+1-650-394-1068,2026-03-31,Economy,9SJK525,Haight-Ashbury,4.77,False
DRV000615,Virginia Charles,virginia72@aol.com,+1-510-618-1636,2023-11-30,Sedan,DYE8148,Pacific Heights,4.08,True
DRV000616,Bobby Atkins,batkins@aol.com,+1-707-913-1945,2026-02-28,SUV,YTG1565,Mountain View,4.9,True
DRV000617,Rose Walker,rosewalker@hotmail.com,+1-209-897-3414,2025-12-02,Luxury,3AUQ493,Haight-Ashbury,3.6,True
DRV000618,Charles Gentry,cgentry@yahoo.com,+1-831-458-5951,2025-12-05,Economy,NXP7743,San Jose,4.7,False
DRV000619,Russell Sanders,russell.s@hotmail.com,+1-650-475-4432,2026-03-09,Luxury,KIZ9056,Downtown SF,3.62,True
DRV000620,Ethan Hoover,ehoover@aol.com,+1-925-950-8060,2025-10-09,SUV,6EDM614,Mission District,4.05,True
DRV000621,Jason Ryan,jason.ryan@aol.com,+1-650-977-4143,2026-03-03,Economy,7LXC751,SOMA,4.82,True
DRV000622,Nancy Oconnor,nancy25@gmail.com,+1-707-230-4846,2025-08-26,Sedan,2AGY781,Financial District,4.31,True
DRV000623,David Jenkins,david.j@gmail.com,+1-831-817-9520,2026-04-22,Economy,TYM6521,Financial District,3.58,True
DRV000624,Jack Allison,jackallison@hotmail.com,+1-831-587-1937,2026-01-08,Sedan,WUA7583,Berkeley,4.69,True
DRV000625,Emily Lewis,emily.lewis@icloud.com,+1-925-916-5072,2026-03-27,Sedan,8NRA753,Palo Alto,4.53,True
DRV000626,Gabriel Clay,gabriel15@aol.com,+1-209-439-8938,2025-12-27,Sedan,2JYY587,Oakland,4.89,True
DRV000627,Betty Gilmore,betty.g@yahoo.com,+1-650-732-9267,2026-01-27,Sedan,8UHR661,Palo Alto,4.39,True
DRV000628,Zachary Reynolds,zachary.r@yahoo.com,+1-408-416-3792,2025-03-12,Economy,RCL1478,SOMA,3.48,False
DRV000629,Katherine Bradford,katherinebradford@aol.com,+1-925-881-8803,2026-04-30,Sedan,RRX9060,Mission District,3.74,False
DRV000630,Christine Lawrence,christine.l@gmail.com,+1-707-586-7252,2026-04-28,Economy,UZL4823,Marina,4.29,True
DRV000631,Justin Alvarez,justin.alvarez@hotmail.com,+1-408-962-2902,2026-04-04,Sedan,DIJ1027,Pacific Heights,4.52,True
DRV000632,Janice Dunn,jdunn@hotmail.com,+1-707-895-3069,2026-01-28,Economy,PFK9819,Palo Alto,4.71,True
DRV000633,Donna Pittman,dpittman@aol.com,+1-209-350-5643,2026-04-28,SUV,1PIZ226,Pacific Heights,4.49,False
DRV000634,Randy William,randywilliam@outlook.com,+1-925-921-7171,2026-04-14,SUV,6DSW929,Marina,4.85,True
DRV000635,Susan Garza,sgarza@hotmail.com,+1-650-222-9977,2026-04-13,Sedan,7RZT500,Mission District,3.99,True
DRV000636,Larry Mcbride,larrymcbride@aol.com,+1-831-299-3144,2023-08-29,SUV,1WSL267,Financial District,4.32,True
DRV000637,Ralph Hobbs,ralphhobbs@yahoo.com,+1-408-966-4205,2025-10-12,Economy,ASO3418,Haight-Ashbury,3.81,False
DRV000638,Kelly Robertson,kelly.robertson@hotmail.com,+1-209-383-1859,2025-11-26,Economy,9QPZ742,Berkeley,3.74,True
DRV000639,William Moreno,wmoreno@outlook.com,+1-925-904-3826,2025-09-07,SUV,JRU2468,San Jose,3.36,True
DRV000640,Albert Huffman,ahuffman@hotmail.com,+1-415-322-2910,2026-03-22,Sedan,8QXF700,Financial District,4.06,False
DRV000641,Jeremy Gill,jeremy.gill@icloud.com,+1-650-593-8932,2025-12-11,Sedan,SHD6328,Mission District,3.92,True
DRV000642,Janice Weaver,janice.weaver@outlook.com,+1-209-265-9501,2026-03-14,SUV,OVQ4399,Oakland,4.06,False
DRV000643,George Mcmillan,georgemcmillan@gmail.com,+1-209-521-3015,2026-03-09,Sedan,4QCG871,Downtown SF,3.27,True
DRV000644,Ashley Weiss,ashley48@icloud.com,+1-650-633-1001,2025-10-28,SUV,1YNU774,Chinatown,4.18,True
DRV000645,Theresa Serrano,theresa98@icloud.com,+1-707-820-9818,2025-02-18,Sedan,RRB1601,Marina,4.82,True
DRV000646,Sharon Owens,sharon.o@yahoo.com,+1-707-484-3105,2026-01-30,Economy,KOG3675,Haight-Ashbury,4.24,True
DRV000647,Angela Vincent,angelavincent@icloud.com,+1-408-272-5413,2026-04-07,SUV,SFJ9379,Financial District,4.51,True
DRV000648,Michelle Huff,mhuff@gmail.com,+1-408-279-5425,2025-12-25,Sedan,2RKI191,Castro,4.7,False
DRV000649,Marie Colon,mariecolon@hotmail.com,+1-415-300-7179,2025-04-09,SUV,FYU3023,SOMA,4.24,True
DRV000650,Brandon Kane,brandon.kane@icloud.com,+1-707-917-5620,2026-04-19,Economy,PXE7382,SOMA,4.46,True
DRV000651,Amy House,amy.h@outlook.com,+1-209-806-3090,2026-01-04,SUV,9SRD681,Berkeley,4.86,True
DRV000652,Emily Rollins,emilyrollins@aol.com,+1-831-923-8500,2026-01-31,Sedan,6UNH538,Chinatown,2.8,False
DRV000653,Ryan Bass,ryan.bass@hotmail.com,+1-831-989-6123,2025-11-27,Sedan,QBG2534,SOMA,4.73,True
DRV000654,Nancy Klein,nklein@gmail.com,+1-831-893-9334,2025-02-25,Sedan,DMR9722,Berkeley,4.33,True
DRV000655,Patricia Avery,patricia.avery@aol.com,+1-831-919-9754,2025-11-19,Sedan,GTY9652,Oakland,4.02,True
DRV000656,Marilyn Hess,marilyn.h@yahoo.com,+1-650-276-7013,2026-04-15,SUV,NYK7211,SOMA,4.36,True
DRV000657,Mark Mckenzie,markmckenzie@icloud.com,+1-510-497-5901,2024-12-07,Sedan,5FTO322,Mountain View,4.21,True
DRV000658,Logan Boyer,lboyer@icloud.com,+1-209-258-6828,2024-12-22,Economy,8IJA839,SOMA,3.93,True
DRV000659,John Bell,jbell@yahoo.com,+1-510-741-9426,2025-10-27,Sedan,KXA5098,Marina,3.75,True
DRV000660,Virginia Holloway,vholloway@yahoo.com,+1-925-311-8185,2026-03-18,SUV,LDT1095,Castro,4.13,False
DRV000661,Tiffany Santos,tiffanysantos@hotmail.com,+1-415-336-7464,2026-02-11,Economy,6XEF590,Oakland,4.18,False
DRV000662,Donald Whitehead,donald.w@outlook.com,+1-650-532-7551,2025-11-17,SUV,YVK2797,Mission District,3.5,False
DRV000663,Steven Mendez,steven.m@gmail.com,+1-408-253-6605,2025-11-05,SUV,1LHM879,Haight-Ashbury,4.39,True
DRV000664,Michelle Winters,michellewinters@hotmail.com,+1-510-469-5052,2025-12-18,Sedan,LMU2688,Berkeley,4.2,True
DRV000665,Billy Ferguson,billy.f@aol.com,+1-650-434-2973,2026-03-25,Sedan,1HED118,Financial District,4.16,True
DRV000666,Susan Molina,susan.m@hotmail.com,+1-408-427-6507,2026-01-02,Sedan,1NQH375,Castro,4.14,True
DRV000667,Rachel Beasley,rachel41@gmail.com,+1-650-241-1008,2026-04-17,SUV,6FMX203,Haight-Ashbury,3.89,True
DRV000668,Hannah Vazquez,hannah52@gmail.com,+1-510-885-1223,2026-04-22,Sedan,UDJ6920,Berkeley,4.4,True
DRV000669,Sara Church,sarachurch@aol.com,+1-925-415-7292,2026-04-22,Luxury,2DTD700,Mountain View,4.19,False
DRV000670,Edward Hawkins,edward.hawkins@gmail.com,+1-707-508-8769,2026-04-06,Sedan,FSB4140,Haight-Ashbury,4.55,True
DRV000671,Nicholas Spears,nicholas54@outlook.com,+1-510-646-2109,2025-10-05,Luxury,9YNA713,Pacific Heights,3.34,True
DRV000672,Kimberly Mclaughlin,kimberly.m@gmail.com,+1-408-958-7512,2026-04-30,Economy,9WZE868,Chinatown,3.84,True
DRV000673,Marie Combs,marie.c@hotmail.com,+1-408-388-1058,2026-04-26,Sedan,4PAY625,North Beach,2.42,True
DRV000674,Vincent Pace,vincent43@yahoo.com,+1-925-925-5399,2026-01-31,Sedan,EBG1640,Oakland,4.21,True
DRV000675,Brenda Marshall,brenda.marshall@aol.com,+1-408-415-9758,2025-12-09,SUV,6QZI822,Mountain View,4.25,True
DRV000676,Vincent Marshall,vincent.m@hotmail.com,+1-707-258-1170,2025-07-30,Van,FZE1256,Chinatown,4.18,True
DRV000677,Marie Nolan,mnolan@aol.com,+1-925-841-4377,2026-01-29,SUV,FGP7479,SOMA,4.06,True
DRV000678,Russell Kemp,russellkemp@outlook.com,+1-510-707-3973,2025-09-06,SUV,3EMS763,Pacific Heights,3.93,True
DRV000679,Dorothy Rice,dorothy.r@yahoo.com,+1-510-346-2180,2026-04-19,Economy,8XZC639,SOMA,3.79,True
DRV000680,Patricia Mays,pmays@outlook.com,+1-415-312-1222,2025-12-20,Van,QBG2369,Pacific Heights,4.24,True
DRV000681,Bruce Crosby,bruce.crosby@gmail.com,+1-707-924-2392,2026-03-30,Luxury,8TXV414,Castro,4.71,True
DRV000682,Gary Reyes,gary79@aol.com,+1-510-221-1729,2026-01-01,SUV,5CXK101,Mountain View,3.09,True
DRV000683,Ryan Horn,ryanhorn@hotmail.com,+1-925-431-7303,2026-01-06,SUV,SXM2804,Marina,4.35,True
DRV000684,Larry Davenport,larry.d@hotmail.com,+1-510-569-2389,2026-02-11,Economy,PEN3971,Oakland,3.59,True
DRV000685,Alan Poole,alan89@hotmail.com,+1-510-477-9179,2025-07-18,Economy,YVS2251,San Jose,4.57,True
DRV000686,Joshua Rasmussen,joshua28@yahoo.com,+1-831-657-8838,2026-01-23,SUV,CLS3370,Mission District,4.88,True
DRV000687,Steven Nichols,steven59@hotmail.com,+1-209-634-8885,2026-04-26,SUV,KUI5028,Haight-Ashbury,4.33,True
DRV000688,Jacqueline Landry,jlandry@icloud.com,+1-408-593-2369,2025-11-05,SUV,KPS4593,Berkeley,3.35,True
DRV000689,Patrick Williams,patrick.williams@hotmail.com,+1-209-336-2804,2026-04-26,Luxury,6JWU242,Pacific Heights,4.19,True
DRV000690,Julia Whitehead,juliawhitehead@yahoo.com,+1-415-964-3257,2026-01-19,Economy,3JAZ480,Downtown SF,4.82,True
DRV000691,Jane Mccullough,jmccullough@icloud.com,+1-650-230-3406,2026-03-22,Sedan,2GAV526,SOMA,3.31,False
DRV000692,Ethan Kennedy,ethan77@outlook.com,+1-831-939-6526,2025-11-09,Sedan,1HEW132,Financial District,4.49,True
DRV000693,Keith Dixon,kdixon@outlook.com,+1-209-767-5227,2026-03-02,SUV,NSL3569,Pacific Heights,3.29,False
DRV000694,Teresa Oconnor,teresaoconnor@outlook.com,+1-415-424-7427,2026-04-27,Sedan,9PCS588,Castro,3.33,True
DRV000695,Julie Molina,julie.molina@hotmail.com,+1-831-399-5422,2025-10-08,Luxury,2JUI345,Pacific Heights,3.45,True
DRV000696,Margaret Morgan,margaret.m@gmail.com,+1-925-392-4305,2026-03-14,Luxury,AGZ1735,Financial District,4.45,False
DRV000697,Andrea Carter,andrea16@gmail.com,+1-925-208-6843,2025-12-27,Economy,YNI7400,Berkeley,4.69,True
DRV000698,Kimberly Jenkins,kjenkins@aol.com,+1-510-714-3460,2026-01-25,Sedan,7MWA265,SOMA,4.24,True
DRV000699,Charles Waller,charleswaller@yahoo.com,+1-650-987-3638,2025-07-30,Economy,NZP9573,Mountain View,4.19,True
DRV000700,Zachary Ford,zachary53@hotmail.com,+1-831-240-7350,2025-11-27,Sedan,2YOZ199,San Jose,3.65,True
DRV000701,Howard Jefferson,howard.jefferson@outlook.com,+1-510-665-6139,2025-08-27,Sedan,5EHJ191,Mission District,4.24,True
DRV000702,Cynthia Blankenship,cblankenship@hotmail.com,+1-209-865-3301,2025-02-23,Sedan,ZMJ5696,Haight-Ashbury,4.26,True
DRV000703,Joe Stevens,joe66@icloud.com,+1-707-582-2367,2024-10-14,Sedan,NGW1699,Financial District,4.26,False
DRV000704,Joseph Reid,joseph.r@gmail.com,+1-650-307-5762,2026-03-10,Sedan,7WFW785,Mission District,4.24,True
DRV000705,Megan Odom,modom@gmail.com,+1-510-384-2775,2025-05-15,Economy,XTF6385,Mission District,4.67,True
DRV000706,Bryan Knox,bknox@gmail.com,+1-925-665-1627,2026-02-17,SUV,YDF1513,Financial District,3.23,False
DRV000707,Jessica Sawyer,jsawyer@yahoo.com,+1-415-416-1375,2025-07-13,Luxury,RHQ2369,SOMA,4.83,True
DRV000708,Julie Bennett,jbennett@outlook.com,+1-408-885-5250,2024-11-22,Sedan,1CXI871,Pacific Heights,4.12,True
DRV000709,Rachel Glenn,rglenn@icloud.com,+1-650-913-8156,2025-04-24,Sedan,7VOX303,Mission District,4.37,True
DRV000710,Dylan Avery,dylan28@aol.com,+1-707-214-3465,2026-02-02,Sedan,YMI7658,Pacific Heights,3.73,True
DRV000711,James Bullock,jbullock@aol.com,+1-510-237-4581,2025-12-23,SUV,ESU7185,Marina,4.55,True
DRV000712,Edward Finley,edward11@hotmail.com,+1-415-509-6029,2026-04-10,Economy,WSQ8471,Haight-Ashbury,4.08,True
DRV000713,Alexander Mckee,alexander.m@hotmail.com,+1-510-380-8517,2025-09-10,Sedan,3OEL391,Palo Alto,4.53,True
DRV000714,Wayne Patel,wayne91@aol.com,+1-510-289-2700,2025-10-08,SUV,1QKM869,Financial District,4.48,False
DRV000715,Betty Tillman,betty.t@icloud.com,+1-415-883-5749,2025-08-05,Sedan,FUO2875,Marina,4.35,False
DRV000716,Ashley Conley,aconley@aol.com,+1-831-207-7138,2026-02-14,SUV,NGR6036,Palo Alto,4.52,False
DRV000717,Henry Curtis,hcurtis@gmail.com,+1-415-226-3512,2026-04-04,Van,VNT6201,Castro,4.3,True
DRV000718,Lawrence Schroeder,lawrence.s@outlook.com,+1-408-831-7444,2026-01-24,SUV,UPD7396,Berkeley,3.82,True
DRV000719,Samantha Mccall,smccall@yahoo.com,+1-510-927-3069,2026-01-23,SUV,QUV5263,Palo Alto,4.71,True
DRV000720,Samuel Cunningham,samuel.cunningham@gmail.com,+1-831-211-3507,2025-11-18,Van,9XCJ860,Berkeley,4.48,True
DRV000721,Kyle Sanford,kyle90@yahoo.com,+1-408-868-4633,2026-03-20,SUV,9VSU487,San Jose,3.83,True
DRV000722,Susan Alvarado,susanalvarado@aol.com,+1-415-853-2694,2025-09-11,Luxury,2CHX195,Mission District,4.13,True
DRV000723,Patrick Carroll,patrick.carroll@outlook.com,+1-415-623-2205,2026-02-05,SUV,2FKX748,Mountain View,3.97,True
DRV000724,Dorothy Daniels,dorothy.daniels@yahoo.com,+1-415-320-6616,2026-03-14,Sedan,MPO3595,Chinatown,4.64,True
DRV000725,Ashley Hawkins,ashley.hawkins@icloud.com,+1-415-730-9384,2025-10-10,SUV,FJX1483,Castro,4.35,True
DRV000726,Nancy Tran,nancy44@outlook.com,+1-408-294-6710,2025-08-21,Sedan,QMV8144,Chinatown,4.32,False
DRV000727,Deborah Cobb,deborahcobb@aol.com,+1-925-602-2685,2025-09-22,Sedan,TIU8992,Haight-Ashbury,4.61,False
DRV000728,Adam Mcknight,adam44@icloud.com,+1-510-821-7275,2026-04-30,Sedan,6JQB271,Mountain View,4.47,True
DRV000729,Roger Blake,rblake@hotmail.com,+1-707-607-1490,2025-12-06,Sedan,6LEG320,Oakland,4.49,True
DRV000730,Donna Patrick,donna.patrick@hotmail.com,+1-415-934-6388,2025-12-29,Sedan,6XOK716,Marina,4.4,True
DRV000731,Anthony Branch,anthony.b@aol.com,+1-510-787-7909,2026-03-29,Economy,LVF1813,San Jose,4.67,True
DRV000732,Barbara Alvarado,barbara.alvarado@gmail.com,+1-209-375-6355,2025-02-22,Sedan,GAA1076,Mountain View,3.69,True
DRV000733,Kimberly Small,kimberly.s@icloud.com,+1-415-545-1266,2026-03-10,Luxury,2VKH424,San Jose,4.44,True
DRV000734,Charles Bean,cbean@icloud.com,+1-415-602-5889,2025-08-09,Luxury,LWZ2989,Palo Alto,4.15,True
